-30.19,-1.676
-51.694,-38.031
-47.641,-60.492
-15.099,-42.865
-25.474,-34.308
-43.268,-16.596
-58.606,-53.584
2.873,-0.315
-30.557,-25.572
-24.693,-26.227
-44.28,-13.225
-66.56,-45.837
-12.451,-9.254
26.558,-2.021
-30.458,-23.836
-53.189,21.752
8.373,-66.357
-8.704,-2.232
5.235,-58.002
-5.814,-57.395
1.609,-64.032
-32.665,12.857
-24.519,-52.229
-37.608,-33.205
-11.247,14.741
23.223,7.186
-2.575,2.088
-10.597,-21.819
-61.343,16.307
-32.069,29.422
-24.02,26.058
-61.627,-42.602
14.653,-44.335
-27.721,-33.001
12.716,-38.517
6.774,27.109
-33.565,-52.705
-28.411,23.087
-31.901,-21.088
32.034,-66.612
7.523,-44.411
-64.542,22.337
-50.442,25.975
-33.709,-0.68
-14.184,-55.551
15.126,-5.794
-61.93,17.304
-65.968,-46.083
3.047,-24.968
-57.578,14.071
6.013,27.632
14.516,-19.298
22.595,6.84
0.002,-61.232
-63.253,25.056
-13.132,27.101
28.027,-42.36
6.564,-53.976
31.634,-57.077
26.683,0.937
-0.698,-3.171
33.037,-8.805
-27.918,-53.65
-5.252,-62.145
-14.891,15.495
26.151,-10.922
-29.305,29.187
29.653,-2.127
31.007,-26.633
-46.591,-57.804
-64.87,14.553
10.412,-53.278
-30.26,-57.486
-38.185,-39.478
-56.73,-45.427
12.055,-38.28
20.894,-20.99
17.138,-56.644
5.766,-52.983
3.595,-57.263
0.776,-5.246
-19.598,-32.577
9.822,-26.851
-47.827,-5.317
16.577,-54.958
0.16,-7.249
24.1,-35.47
2.81,-65.968
15.507,-46.923
31.058,-4.092
8.275,-12.754
-19.698,-29.066
-58.764,13.646
12.653,5.305
-24.947,-63.56
17.015,-51.926
31.466,1.53
6.659,-21.758
-35.53,7.137
25.577,-15.647
-63.977,-26.7
-53.6,25.238
24.211,-12.4
29.585,-6.59
-65.32,12.868
-42.206,-39.454
-22.486,-17.38
-37.104,-5.107
2.2,-4.801
-3.915,-33.889
-43.181,9.069
-57.065,-7.149
-62.043,-39.285
-33.171,20.025
-9.923,-54.947
-36.024,29.746
-13.671,1.417
-19.571,-1.618
-14.619,-8.525
1.231,-25.924
-16.367,1.105
-54.138,-28.529
-54.629,-57.629
-51.216,-58.296
-14.2,-36.192
-34.423,13.786
-55.17,-60.859
3.074,11.624
-56.291,17.217
9.479,-47.277
19.133,-40.829
24.111,0.119
-36.242,-46.53
15.608,28.381
-53.887,11.521
7.759,25.302
-7.52,-9.097
-50.259,-22.108
-59.32,-32.051
10.559,-40.917
-34.905,23.11
13.872,-41.599
30.376,-64.807
0.048,-21.891
-8.344,-7.831
2.386,16.059
27.632,6.978
-53.497,-36.262
-36.618,-1.792
-4.672,-51.195
-13.992,-9.945
29.216,-17.462
-0.893,32.571
12.965,-50.092
-37.957,-41.386
-42.057,2.474
-5.681,-20.065
-14.812,-34.465
9.157,-23.391
-6.739,-53.83
14.347,-50.624
-21.665,-66.171
3.919,-45.063
-2.47,-13.838
32.928,-46.173
-32.441,-7.395
-46.157,-27.5
-20.975,-55.825
-52.428,-32.152
1.634,-66.006
-13.316,-57.123
0.157,-19.049
16.615,-48.471
-54.702,-9.536
30.844,-66.034
-50.177,31.714
1.456,-3.201
-12.441,-44.11
30.068,-25.552
-31.39,-31.86
12.653,31.544
9.938,-8.902
-64.723,8.434
-40.606,3.762
-4.93,20.766
-40.491,10.765
-47.807,-25.995
11.628,-66.65
-66.295,26.767
17.356,-7.475
19.699,-14.803
18.723,-37.687
-39.227,-50.109
16.254,5.475
-65.02,-31.285
0.267,9.492
-38.802,-32.781
-22.543,-22.424
-13.059,-8.698
-49.872,-32.489
-50.0,-50.0
-50.0,-16.667
-50.0,16.667
-16.667,-50.0
-16.667,-16.667
-16.667,16.667
16.667,-50.0
16.667,-16.667
16.667,16.667
-58.373,-46.314
-52.72,-24.587
-56.525,15.969
-13.015,-49.883
-17.271,-19.65
-23.189,22.973
16.315,-55.397
16.196,-17.39
23.205,19.681
-48.701,-59.971
-49.511,-16.675
-59.205,18.977
-9.232,-50.143
-17.513,-23.056
-13.603,16.481
11.728,-47.316
10.863,-9.305
16.721,16.504
-52.67,-52.98
-49.178,-14.237
-47.176,17.346
-14.266,-43.411
-10.787,-8.693
-16.362,5.895
12.759,-49.785
23.292,-24.427
11.473,18.892
-44.785,-50.994
-48.042,-16.067
-49.782,16.514
-25.514,-45.089
